year,rank,name_as_listed,country_as_listed,reason,notes,candidate_restaurant_code,candidate_confidence
2017,63,The Test Kitchen,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2017,64,La Grenouillere,France,unmatched,No adequately similar catalogue candidate in France; closest was Plénitude (Paris) at name_sim=0.38.,,
2017,65,Biko,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Quintonil (Mexico City) at name_sim=0.31.,,
2017,66,Estela,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Atera (New York) at name_sim=0.55.,,
2017,73,La Colombe,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2017,74,The Jane,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was Hertog Jan at Botanic (Antwerp) at name_sim=0.27.,,
2017,75,Sud 777,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Pujol (Mexico City) at name_sim=0.17.,,
2017,78,Indian Accent,India,unmatched,"Country ""India"" has no restaurants in the catalogue universe.",,
2017,80,Le Cinq,France,unmatched,No adequately similar catalogue candidate in France; closest was Anne (Paris) at name_sim=0.25.,,
2017,81,Maní,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.44.,,
2017,84,The Restaurant at Meadowood,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Kato (Los Angeles) at name_sim=0.31.,,
2017,88,Selfie,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2017,90,Manresa,USA,ambiguous,"Closest catalogue candidate rest_0772 (Alinea, Chicago, United States) name_sim=0.62 city_sim=0.12 — insufficient corroboration to accept.",rest_0772,low
2017,91,St John,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.2.,,
2017,92,Twins,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2017,93,Le Chateaubriand,France,unmatched,No adequately similar catalogue candidate in France; closest was Table by Bruno Verjus (Paris) at name_sim=0.32.,,
2017,95,Quay,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2017,96,Epicure,France,ambiguous,"Closest catalogue candidate rest_0322 (Septime, Paris, France) name_sim=0.57 city_sim=1.0 — insufficient corroboration to accept.",rest_0322,low
2017,97,Sushi Saito,Japan,ambiguous,"Closest catalogue candidate rest_0656 (Sushi Hashimoto, Tokyo, Japan) name_sim=0.77 city_sim=1.0 — insufficient corroboration to accept.",rest_0656,low
2017,98,Hedone,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.22.,,
2017,100,Olympe,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.18.,,
2018,3,Mirazur,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.29.,,
2018,6,Central,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Mayta (Lima) at name_sim=0.33.,,
2018,15,White Rabbit,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2018,20,Attica,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2018,21,Alain Ducasse au Plaza Athénée,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.33.,,
2018,24,Ultraviolet by Paul Pairet,China,unmatched,No adequately similar catalogue candidate in China; closest was Xin Rong Ji (Xinyuan South Road) (Beijing) at name_sim=0.15.,,
2018,25,Cosme,USA,unmatched,No adequately similar catalogue candidate in United States; closest was César (New York) at name_sim=0.4.,,
2018,29,Alléno Paris au Pavillon Ledoyen,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.36.,,
2018,30,D.O.M,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.0.,,
2018,32,Tickets,Spain,unmatched,No adequately similar catalogue candidate in Spain; closest was Moments (Barcelona) at name_sim=0.43.,,
2018,33,The Clove Club,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.24.,,
2018,38,Lyle's,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.25.,,
2018,39,Astrid y Gastón,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Maido (Lima) at name_sim=0.4.,,
2018,42,The Ledbury,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.26.,,
2018,44,Mikla,Turkey,unmatched,No adequately similar catalogue candidate in Turkey; closest was Araka (Istanbul) at name_sim=0.4.,,
2018,45,Dinner by Heston Blumenthal,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.38.,,
2018,49,Nahm,Thailand,closed,Bangkok original closed 2023 (chef David Thompson's retirement).,,
2018,50,The Test Kitchen,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2018,52,L'Astrance,France,unmatched,No adequately similar catalogue candidate in France; closest was Anne (Paris) at name_sim=0.46.,,
2018,57,Nerua,Spain,unmatched,No adequately similar catalogue candidate in Spain; closest was Disfrutar (Barcelona) at name_sim=0.43.,,
2018,58,Brae,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2018,60,Tegui,Argentina,unmatched,No adequately similar catalogue candidate in Argentina; closest was Don Julio (Buenos Aires) at name_sim=0.29.,,
2018,61,Burnt Ends,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Zen (Singapore) at name_sim=0.31.,,
2018,62,Momofuku Ko,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Joo Ok (New York) at name_sim=0.35.,,
2018,64,Sud 777,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Pujol (Mexico City) at name_sim=0.17.,,
2018,67,Fäviken,Sweden,closed,Permanently closed 2019 (chef Magnus Nilsson's decision).,,
2018,70,Selfie,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2018,71,Relae,Denmark,closed,Permanently closed 2021 (chef Christian Puglisi's decision).,,
2018,72,Twins Garden,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2018,74,The Fat Duck,England,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.31.,,
2018,79,A Casa do Porco,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.33.,,
2018,82,Hedone,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.22.,,
2018,83,Estela,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Atera (New York) at name_sim=0.55.,,
2018,84,St John,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.2.,,
2018,85,Le Coucou,USA,unmatched,No adequately similar catalogue candidate in United States; closest was odo (New York) at name_sim=0.44.,,
2018,87,Maní,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.44.,,
2018,88,Nobelhart & Schmutzig,Germany,unmatched,No adequately similar catalogue candidate in Germany; closest was CODA Dessert Dining (Berlin) at name_sim=0.37.,,
2018,89,The Jane,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was Hertog Jan at Botanic (Antwerp) at name_sim=0.27.,,
2018,90,Indian Accent,India,unmatched,"Country ""India"" has no restaurants in the catalogue universe.",,
2018,94,Alo,Canada,unmatched,"Country ""Canada"" has no restaurants in the catalogue universe.",,
2018,98,108,Denmark,unmatched,No adequately similar catalogue candidate in Denmark; closest was Alchemist (Copenhagen) at name_sim=0.0.,,
2018,99,Leo,Colombia,unmatched,No adequately similar catalogue candidate in Colombia; closest was Celele (Cartagena) at name_sim=0.44.,,
2019,1,Mirazur,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.29.,,
2019,2,Noma,Denmark,unmatched,No adequately similar catalogue candidate in Denmark; closest was Geranium (Copenhagen) at name_sim=0.33.,,
2019,6,Central,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Mayta (Lima) at name_sim=0.33.,,
2019,13,White Rabbit,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2019,16,Alain Ducasse au Plaza Athénée,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.33.,,
2019,19,Twins Garden,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2019,20,Tickets,Spain,unmatched,No adequately similar catalogue candidate in Spain; closest was Moments (Barcelona) at name_sim=0.43.,,
2019,23,Cosme,USA,unmatched,No adequately similar catalogue candidate in United States; closest was César (New York) at name_sim=0.4.,,
2019,25,Alléno Paris au Pavillon Ledoyen,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.36.,,
2019,27,The Clove Club,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.24.,,
2019,32,Nerua Guggenheim Bilbao,Spain,unmatched,No adequately similar catalogue candidate in Spain; closest was Enigma (Barcelona) at name_sim=0.34.,,
2019,33,Lyle's,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.25.,,
2019,39,A Casa do Porco,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.33.,,
2019,44,The Test Kitchen,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2019,48,Ultraviolet by Paul Pairet,China,unmatched,No adequately similar catalogue candidate in China; closest was Xin Rong Ji (Xinyuan South Road) (Beijing) at name_sim=0.15.,,
2019,49,Leo,Colombia,unmatched,No adequately similar catalogue candidate in Colombia; closest was Celele (Cartagena) at name_sim=0.44.,,
2019,52,Mikla,Turkey,unmatched,No adequately similar catalogue candidate in Turkey; closest was Araka (Istanbul) at name_sim=0.4.,,
2019,54,D.O.M.,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.0.,,
2019,56,Relae,Denmark,closed,Permanently closed 2021 (chef Christian Puglisi's decision).,,
2019,57,Nobelhart & Schmutzig,Germany,unmatched,No adequately similar catalogue candidate in Germany; closest was CODA Dessert Dining (Berlin) at name_sim=0.37.,,
2019,58,Sud 777,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Pujol (Mexico City) at name_sim=0.17.,,
2019,59,Burnt Ends,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Zen (Singapore) at name_sim=0.31.,,
2019,60,Indian Accent,India,unmatched,"Country ""India"" has no restaurants in the catalogue universe.",,
2019,64,The Ledbury,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.26.,,
2019,65,Selfie,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2019,66,Core by Clare Smyth,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.25.,,
2019,67,Astrid y Gastón,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Maido (Lima) at name_sim=0.4.,,
2019,68,Fäviken,Sweden,closed,Permanently closed 2019 (chef Magnus Nilsson's decision).,,
2019,69,Nahm,Thailand,closed,Bangkok original closed 2023 (chef David Thompson's retirement).,,
2019,73,Maní,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.44.,,
2019,76,Momofuku Ko,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Joo Ok (New York) at name_sim=0.35.,,
2019,80,Estela,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Atera (New York) at name_sim=0.55.,,
2019,83,Dinner by Heston Blumenthal,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.38.,,
2019,84,Attica,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2019,85,Amass,Denmark,closed,Permanently closed 2023.,,
2019,86,Tegui,Argentina,unmatched,No adequately similar catalogue candidate in Argentina; closest was Don Julio (Buenos Aires) at name_sim=0.29.,,
2019,89,108,Denmark,unmatched,No adequately similar catalogue candidate in Denmark; closest was Alchemist (Copenhagen) at name_sim=0.0.,,
2019,90,Alo,Canada,unmatched,"Country ""Canada"" has no restaurants in the catalogue universe.",,
2019,91,Sushi Saito,Japan,ambiguous,"Closest catalogue candidate rest_0656 (Sushi Hashimoto, Tokyo, Japan) name_sim=0.77 city_sim=1.0 — insufficient corroboration to accept.",rest_0656,low
2019,92,Harvest,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2019,95,Gaa,Thailand,ambiguous,"Closest catalogue candidate rest_0298 (Gaggan, Bangkok, Thailand) name_sim=0.67 city_sim=1.0 — insufficient corroboration to accept.",rest_0298,low
2019,96,Belon,China,unmatched,No adequately similar catalogue candidate in Hong Kong; closest was Amber (Hong Kong) at name_sim=0.4.,,
2019,98,Anne-Sophie Pic,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.44.,,
2019,99,The Jane,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was Hertog Jan at Botanic (Antwerp) at name_sim=0.27.,,
2019,100,Oteque,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.0.,,
2019,101,Brae,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2019,104,Cococo,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2019,106,Restaurant David Toutain,France,unmatched,No adequately similar catalogue candidate in France; closest was Anne (Paris) at name_sim=0.24.,,
2019,108,L'Astrance,France,unmatched,No adequately similar catalogue candidate in France; closest was Anne (Paris) at name_sim=0.46.,,
2019,109,Alcalde,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Pujol (Mexico City) at name_sim=0.17.,,
2019,111,Chambre Séparée,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was Vrijmoed (Ghent) at name_sim=0.17.,,
2019,112,St. John,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.2.,,
2019,113,Vea,China,unmatched,No adequately similar catalogue candidate in Hong Kong; closest was Ta Vie (Hong Kong) at name_sim=0.44.,,
2019,114,La Colombe,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2019,116,St. Hubertus,Italy,unmatched,No adequately similar catalogue candidate in Italy; closest was I Tenerumi (Vulcano) at name_sim=0.38.,,
2019,117,Epicure,France,ambiguous,"Closest catalogue candidate rest_0322 (Septime, Paris, France) name_sim=0.57 city_sim=1.0 — insufficient corroboration to accept.",rest_0322,low
2019,118,Ernst,Germany,unmatched,No adequately similar catalogue candidate in Germany; closest was Rutz (Berlin) at name_sim=0.44.,,
2019,120,Sugalabo,Japan,unmatched,No adequately similar catalogue candidate in Japan; closest was La Gloire (Tokyo) at name_sim=0.43.,,
2021,1,Noma,Denmark,unmatched,No adequately similar catalogue candidate in Denmark; closest was Geranium (Copenhagen) at name_sim=0.33.,,
2021,4,Central,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Mayta (Lima) at name_sim=0.33.,,
2021,17,A Casa do Porco,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.33.,,
2021,22,Cosme,USA,unmatched,No adequately similar catalogue candidate in United States; closest was César (New York) at name_sim=0.4.,,
2021,25,White Rabbit,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2021,30,Twins Garden,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2021,32,The Clove Club,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.24.,,
2021,33,Lyle's,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.25.,,
2021,34,Burnt Ends,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Zen (Singapore) at name_sim=0.31.,,
2021,35,Ultraviolet by Paul Pairet,China,unmatched,No adequately similar catalogue candidate in China; closest was Xin Rong Ji (Xinyuan South Road) (Beijing) at name_sim=0.15.,,
2021,41,Alléno Paris au Pavillon Ledoyen,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.36.,,
2021,45,Nobelhart & Schmutzig,Germany,unmatched,No adequately similar catalogue candidate in Germany; closest was CODA Dessert Dining (Berlin) at name_sim=0.37.,,
2021,46,Leo,Colombia,unmatched,No adequately similar catalogue candidate in Colombia; closest was Celele (Cartagena) at name_sim=0.44.,,
2021,50,Wolfgat,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2021,53,Nerua,Spain,unmatched,No adequately similar catalogue candidate in Spain; closest was Disfrutar (Barcelona) at name_sim=0.43.,,
2021,54,St. Hubertus,Italy,unmatched,No adequately similar catalogue candidate in Italy; closest was I Tenerumi (Vulcano) at name_sim=0.38.,,
2021,56,Sud 777,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Pujol (Mexico City) at name_sim=0.17.,,
2021,57,Brae,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2021,60,Mikla,Turkey,unmatched,No adequately similar catalogue candidate in Turkey; closest was Araka (Istanbul) at name_sim=0.4.,,
2021,61,D.O.M.,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.0.,,
2021,64,Core by Clare Smyth,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.25.,,
2021,65,Dinner by Heston Blumenthal,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.38.,,
2021,66,The Jane,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was Hertog Jan at Botanic (Antwerp) at name_sim=0.27.,,
2021,67,Oteque,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.0.,,
2021,68,Alcalde,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Pujol (Mexico City) at name_sim=0.17.,,
2021,71,Vea,China,unmatched,No adequately similar catalogue candidate in Hong Kong; closest was Ta Vie (Hong Kong) at name_sim=0.44.,,
2021,77,Willem Hiele,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was L'Eau Vive (Arbre) at name_sim=0.48.,,
2021,78,Brat,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.14.,,
2021,80,El Chato,Colombia,unmatched,No adequately similar catalogue candidate in Colombia; closest was Celele (Cartagena) at name_sim=0.29.,,
2021,81,La Colombe,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2021,82,Indian Accent,India,unmatched,"Country ""India"" has no restaurants in the catalogue universe.",,
2021,83,Epicure,France,ambiguous,"Closest catalogue candidate rest_0322 (Septime, Paris, France) name_sim=0.57 city_sim=1.0 — insufficient corroboration to accept.",rest_0322,low
2021,84,Le Clarence,France,ambiguous,"Closest catalogue candidate rest_0327 (Arpège, Paris, France) name_sim=0.57 city_sim=1.0 — insufficient corroboration to accept.",rest_0327,low
2021,86,Restaurant David Toutain,France,unmatched,No adequately similar catalogue candidate in France; closest was Anne (Paris) at name_sim=0.24.,,
2021,88,Belon,China,unmatched,No adequately similar catalogue candidate in Hong Kong; closest was Amber (Hong Kong) at name_sim=0.4.,,
2021,89,Amass,Denmark,closed,Permanently closed 2023.,,
2021,90,Mil,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Maido (Lima) at name_sim=0.5.,,
2021,91,La Grenouillère,France,unmatched,No adequately similar catalogue candidate in France; closest was Plénitude (Paris) at name_sim=0.38.,,
2021,92,Fyn,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2021,93,Gaa,Thailand,ambiguous,"Closest catalogue candidate rest_0298 (Gaggan, Bangkok, Thailand) name_sim=0.67 city_sim=1.0 — insufficient corroboration to accept.",rest_0298,low
2021,96,Astrid y Gastón,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Maido (Lima) at name_sim=0.4.,,
2021,97,Attica,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2021,98,Alo,Canada,unmatched,"Country ""Canada"" has no restaurants in the catalogue universe.",,
2022,2,Central,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Mayta (Lima) at name_sim=0.33.,,
2022,7,A Casa do Porco,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.33.,,
2022,17,Nobelhart & Schmutzig,Germany,unmatched,No adequately similar catalogue candidate in Germany; closest was CODA Dessert Dining (Berlin) at name_sim=0.37.,,
2022,23,The Jane,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was Hertog Jan at Botanic (Antwerp) at name_sim=0.27.,,
2022,28,Le Clarence,France,ambiguous,"Closest catalogue candidate rest_0327 (Arpège, Paris, France) name_sim=0.57 city_sim=1.0 — insufficient corroboration to accept.",rest_0327,low
2022,29,St. Hubertus,Italy,unmatched,No adequately similar catalogue candidate in Italy; closest was I Tenerumi (Vulcano) at name_sim=0.38.,,
2022,35,The Clove Club,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.24.,,
2022,37,Fyn,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2022,47,Oteque,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.0.,,
2022,48,Leo,Colombia,unmatched,No adequately similar catalogue candidate in Colombia; closest was Celele (Cartagena) at name_sim=0.44.,,
2022,51,Alcalde,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Pujol (Mexico City) at name_sim=0.17.,,
2022,52,Sud 777,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Pujol (Mexico City) at name_sim=0.17.,,
2022,53,D.O.M.,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.0.,,
2022,54,Lyle's,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.25.,,
2022,56,La Colombe,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2022,58,Alléno Paris au Pavillon Ledoyen,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.36.,,
2022,61,La Grenouillère,France,unmatched,No adequately similar catalogue candidate in France; closest was Plénitude (Paris) at name_sim=0.38.,,
2022,62,Ernst,Germany,unmatched,No adequately similar catalogue candidate in Germany; closest was Rutz (Berlin) at name_sim=0.44.,,
2022,64,Fu He Hui,China,unmatched,No adequately similar catalogue candidate in China; closest was Xin Rong Ji (Xinyuan South Road) (Beijing) at name_sim=0.21.,,
2022,67,Evvai,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.4.,,
2022,69,Cosme,USA,unmatched,No adequately similar catalogue candidate in United States; closest was César (New York) at name_sim=0.4.,,
2022,75,Samrub Samrub Thai,Thailand,unmatched,No adequately similar catalogue candidate in Thailand; closest was Nusara (Bangkok) at name_sim=0.33.,,
2022,76,Neighborhood,Hong Kong,unmatched,No adequately similar catalogue candidate in Hong Kong; closest was T'ang Court (Hong Kong) at name_sim=0.36.,,
2022,79,Estela,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Atera (New York) at name_sim=0.55.,,
2022,80,AM par Alexandre Mazzia,France,unmatched,No adequately similar catalogue candidate in France; closest was Plénitude (Paris) at name_sim=0.38.,,
2022,81,Brat,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.14.,,
2022,83,El Chato,Colombia,unmatched,No adequately similar catalogue candidate in Colombia; closest was Celele (Cartagena) at name_sim=0.29.,,
2022,84,Gimlet at Cavendish House,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2022,85,Raan Jay Fai,Thailand,unmatched,No adequately similar catalogue candidate in Thailand; closest was Gaggan (Bangkok) at name_sim=0.33.,,
2022,86,Mikla,Turkey,unmatched,No adequately similar catalogue candidate in Turkey; closest was Araka (Istanbul) at name_sim=0.4.,,
2022,88,Mishiguene,Argentina,unmatched,No adequately similar catalogue candidate in Argentina; closest was Don Julio (Buenos Aires) at name_sim=0.11.,,
2022,89,Máximo Bistrot,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Rosetta (Mexico City) at name_sim=0.29.,,
2022,90,Wolfgat,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2022,92,Indian Accent,India,unmatched,"Country ""India"" has no restaurants in the catalogue universe.",,
2022,94,Burnt Ends,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Zen (Singapore) at name_sim=0.31.,,
2022,95,Meta,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Odette (Singapore) at name_sim=0.4.,,
2022,96,Maní,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.44.,,
2022,99,Flocons de Sel,France,unmatched,No adequately similar catalogue candidate in France; closest was Plénitude (Paris) at name_sim=0.3.,,
2023,1,Central,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Mayta (Lima) at name_sim=0.33.,,
2023,12,A Casa do Porco,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.33.,,
2023,33,El Chato,Colombia,unmatched,No adequately similar catalogue candidate in Colombia; closest was Celele (Cartagena) at name_sim=0.29.,,
2023,38,The Clove Club,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.24.,,
2023,39,The Jane,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was Hertog Jan at Botanic (Antwerp) at name_sim=0.27.,,
2023,43,Leo,Colombia,unmatched,No adequately similar catalogue candidate in Colombia; closest was Celele (Cartagena) at name_sim=0.44.,,
2023,45,Nobelhart & Schmutzig,Germany,unmatched,No adequately similar catalogue candidate in Germany; closest was CODA Dessert Dining (Berlin) at name_sim=0.37.,,
2023,48,La Grenouillère,France,unmatched,No adequately similar catalogue candidate in France; closest was Plénitude (Paris) at name_sim=0.38.,,
2023,53,Brat,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.14.,,
2023,54,Alcalde,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Pujol (Mexico City) at name_sim=0.17.,,
2023,55,Ernst,Germany,unmatched,No adequately similar catalogue candidate in Germany; closest was Rutz (Berlin) at name_sim=0.44.,,
2023,65,Burnt Ends,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Zen (Singapore) at name_sim=0.31.,,
